airline,flight_number,departure_city,destination_city,departure_time,arrival_time,duration
Ryanair,FR 709,"Vienna, Austria","London, UK",13:45,14:45,1h 0m
KLM,KL 777,"Vienna, Austria","London, UK",16:15,17:15,1h 0m
EasyJet,U2 536,"Vienna, Austria","London, UK",22:00,23:00,1h 0m
Ryanair,FR 369,"Vienna, Austria","London, UK",13:30,14:30,1h 0m
EasyJet,U2 403,"Vienna, Austria","Edinburgh, UK",07:15,10:45,3h 30m
Lufthansa,LH 560,"Vienna, Austria","Edinburgh, UK",09:45,13:15,3h 30m
Ryanair,FR 418,"Vienna, Austria","Edinburgh, UK",16:45,20:15,3h 30m
British Airways,BA 389,"Vienna, Austria","Edinburgh, UK",09:45,13:15,3h 30m
KLM,KL 397,"Vienna, Austria","Dublin, Ireland",09:45,13:45,4h 0m
EasyJet,U2 220,"Vienna, Austria","Dublin, Ireland",20:00,00:00,4h 0m
British Airways,BA 796,"Vienna, Austria","Dublin, Ireland",15:45,19:45,4h 0m
Lufthansa,LH 228,"Vienna, Austria","Dublin, Ireland",07:45,11:45,4h 0m
KLM,KL 256,"Vienna, Austria","Brussels, Belgium",20:30,00:30,4h 0m
Ryanair,FR 579,"Vienna, Austria","Brussels, Belgium",17:00,21:00,4h 0m
KLM,KL 615,"Vienna, Austria","Brussels, Belgium",13:00,17:00,4h 0m
British Airways,BA 950,"Vienna, Austria","Brussels, Belgium",17:30,21:30,4h 0m
Ryanair,FR 751,"Vienna, Austria","Bruges, Belgium",09:00,13:00,4h 0m
Lufthansa,LH 763,"Vienna, Austria","Bruges, Belgium",07:15,11:15,4h 0m
KLM,KL 904,"Vienna, Austria","Bruges, Belgium",06:15,10:15,4h 0m
EasyJet,U2 289,"Vienna, Austria","Bruges, Belgium",18:00,22:00,4h 0m
KLM,KL 503,"Vienna, Austria","Amsterdam, Netherlands",16:30,19:30,3h 0m
Lufthansa,LH 650,"Vienna, Austria","Amsterdam, Netherlands",10:15,13:15,3h 0m
British Airways,BA 871,"Vienna, Austria","Amsterdam, Netherlands",09:45,12:45,3h 0m
Ryanair,FR 864,"Vienna, Austria","Amsterdam, Netherlands",12:45,15:45,3h 0m
British Airways,BA 717,"Vienna, Austria","Rome, Italy",21:30,01:30,4h 0m
Lufthansa,LH 426,"Vienna, Austria","Rome, Italy",14:00,18:00,4h 0m
British Airways,BA 371,"Vienna, Austria","Rome, Italy",07:15,11:15,4h 0m
Lufthansa,LH 822,"Vienna, Austria","Rome, Italy",16:30,20:30,4h 0m
Lufthansa,LH 243,"Vienna, Austria","Florence, Italy",06:45,09:45,3h 0m
Ryanair,FR 747,"Vienna, Austria","Florence, Italy",12:30,15:30,3h 0m
KLM,KL 388,"Vienna, Austria","Florence, Italy",07:15,10:15,3h 0m
EasyJet,U2 244,"Vienna, Austria","Florence, Italy",06:30,09:30,3h 0m
Ryanair,FR 142,"Vienna, Austria","Venice, Italy",07:45,11:45,4h 0m
British Airways,BA 242,"Vienna, Austria","Venice, Italy",22:00,02:00,4h 0m
British Airways,BA 131,"Vienna, Austria","Venice, Italy",13:00,17:00,4h 0m
Ryanair,FR 868,"Vienna, Austria","Venice, Italy",08:45,12:45,4h 0m
Lufthansa,LH 834,"Vienna, Austria","Milan, Italy",07:30,11:00,3h 30m
KLM,KL 857,"Vienna, Austria","Milan, Italy",19:30,23:00,3h 30m
KLM,KL 350,"Vienna, Austria","Milan, Italy",08:30,12:00,3h 30m
British Airways,BA 636,"Vienna, Austria","Milan, Italy",08:00,11:30,3h 30m
Lufthansa,LH 747,"Vienna, Austria","Barcelona, Spain",07:00,11:00,4h 0m
EasyJet,U2 942,"Vienna, Austria","Barcelona, Spain",11:00,15:00,4h 0m
Lufthansa,LH 362,"Vienna, Austria","Barcelona, Spain",21:30,01:30,4h 0m
Lufthansa,LH 518,"Vienna, Austria","Barcelona, Spain",08:00,12:00,4h 0m
EasyJet,U2 191,"Vienna, Austria","Madrid, Spain",21:15,00:45,3h 30m
EasyJet,U2 628,"Vienna, Austria","Madrid, Spain",07:15,10:45,3h 30m
EasyJet,U2 351,"Vienna, Austria","Madrid, Spain",18:30,22:00,3h 30m
KLM,KL 535,"Vienna, Austria","Madrid, Spain",06:30,10:00,3h 30m
EasyJet,U2 286,"Vienna, Austria","Lisbon, Portugal",19:15,23:15,4h 0m
Lufthansa,LH 366,"Vienna, Austria","Lisbon, Portugal",21:15,01:15,4h 0m
Ryanair,FR 982,"Vienna, Austria","Lisbon, Portugal",16:15,20:15,4h 0m
EasyJet,U2 681,"Vienna, Austria","Lisbon, Portugal",20:45,00:45,4h 0m
Lufthansa,LH 152,"Vienna, Austria","Zurich, Switzerland",09:30,13:00,3h 30m
Lufthansa,LH 751,"Vienna, Austria","Zurich, Switzerland",19:15,22:45,3h 30m
British Airways,BA 749,"Vienna, Austria","Zurich, Switzerland",22:00,01:30,3h 30m
British Airways,BA 797,"Vienna, Austria","Zurich, Switzerland",15:00,18:30,3h 30m
EasyJet,U2 833,"Vienna, Austria","Berlin, Germany",10:00,12:00,2h 0m
EasyJet,U2 476,"Vienna, Austria","Berlin, Germany",18:30,20:30,2h 0m
KLM,KL 240,"Vienna, Austria","Berlin, Germany",16:15,18:15,2h 0m
Ryanair,FR 274,"Vienna, Austria","Berlin, Germany",21:15,23:15,2h 0m
Ryanair,FR 974,"Vienna, Austria","Munich, Germany",17:45,19:45,2h 0m
Lufthansa,LH 628,"Vienna, Austria","Munich, Germany",14:15,16:15,2h 0m
Lufthansa,LH 563,"Vienna, Austria","Munich, Germany",07:15,09:15,2h 0m
EasyJet,U2 676,"Vienna, Austria","Munich, Germany",21:00,23:00,2h 0m
EasyJet,U2 751,"Vienna, Austria","Paris, France",22:15,00:15,2h 0m
British Airways,BA 938,"Vienna, Austria","Paris, France",19:45,21:45,2h 0m
British Airways,BA 340,"Vienna, Austria","Paris, France",22:15,00:15,2h 0m
British Airways,BA 232,"Vienna, Austria","Paris, France",13:00,15:00,2h 0m
EasyJet,U2 839,"Vienna, Austria","Istanbul, Turkey",13:30,14:45,1h 15m
EasyJet,U2 929,"Vienna, Austria","Istanbul, Turkey",18:30,19:45,1h 15m
EasyJet,U2 314,"Vienna, Austria","Istanbul, Turkey",16:00,17:15,1h 15m
EasyJet,U2 421,"Vienna, Austria","Istanbul, Turkey",08:45,10:00,1h 15m
Ryanair,FR 493,"Vienna, Austria","Athens, Greece",20:45,22:00,1h 15m
Ryanair,FR 496,"Vienna, Austria","Athens, Greece",21:30,22:45,1h 15m
Ryanair,FR 384,"Vienna, Austria","Athens, Greece",13:45,15:00,1h 15m
EasyJet,U2 240,"Vienna, Austria","Athens, Greece",06:45,08:00,1h 15m
Lufthansa,LH 712,"Vienna, Austria","Oslo, Norway",22:45,23:45,1h 0m
KLM,KL 172,"Vienna, Austria","Oslo, Norway",19:45,20:45,1h 0m
KLM,KL 605,"Vienna, Austria","Oslo, Norway",19:30,20:30,1h 0m
EasyJet,U2 284,"Vienna, Austria","Oslo, Norway",13:15,14:15,1h 0m
Ryanair,FR 157,"Vienna, Austria","Copenhagen, Denmark",08:00,09:15,1h 15m
KLM,KL 324,"Vienna, Austria","Copenhagen, Denmark",14:45,16:00,1h 15m
EasyJet,U2 788,"Vienna, Austria","Copenhagen, Denmark",17:45,19:00,1h 15m
Ryanair,FR 782,"Vienna, Austria","Copenhagen, Denmark",09:00,10:15,1h 15m
KLM,KL 163,"Vienna, Austria","Budapest, Hungary",11:30,12:30,1h 0m
Ryanair,FR 660,"Vienna, Austria","Budapest, Hungary",14:15,15:15,1h 0m
EasyJet,U2 599,"Vienna, Austria","Budapest, Hungary",06:45,07:45,1h 0m
British Airways,BA 707,"Vienna, Austria","Budapest, Hungary",15:00,16:00,1h 0m
British Airways,BA 161,"Vienna, Austria","Krakow, Poland",22:45,00:15,1h 30m
EasyJet,U2 931,"Vienna, Austria","Krakow, Poland",10:15,11:45,1h 30m
Ryanair,FR 215,"Vienna, Austria","Krakow, Poland",15:00,16:30,1h 30m
EasyJet,U2 715,"Vienna, Austria","Krakow, Poland",18:00,19:30,1h 30m
Ryanair,FR 939,"Vienna, Austria","Prague, Czech Republic",18:00,19:00,1h 0m
Ryanair,FR 483,"Vienna, Austria","Prague, Czech Republic",15:15,16:15,1h 0m
Lufthansa,LH 182,"Vienna, Austria","Prague, Czech Republic",11:15,12:15,1h 0m
British Airways,BA 774,"Vienna, Austria","Prague, Czech Republic",13:00,14:00,1h 0m
Ryanair,FR 688,"Prague, Czech Republic","London, UK",15:00,16:00,1h 0m
Ryanair,FR 615,"Prague, Czech Republic","London, UK",14:30,15:30,1h 0m
Lufthansa,LH 779,"Prague, Czech Republic","London, UK",22:00,23:00,1h 0m
Lufthansa,LH 581,"Prague, Czech Republic","London, UK",07:00,08:00,1h 0m
British Airways,BA 231,"Prague, Czech Republic","Edinburgh, UK",18:45,22:15,3h 30m
Ryanair,FR 887,"Prague, Czech Republic","Edinburgh, UK",19:00,22:30,3h 30m
Ryanair,FR 576,"Prague, Czech Republic","Edinburgh, UK",16:15,19:45,3h 30m
Ryanair,FR 235,"Prague, Czech Republic","Edinburgh, UK",22:45,02:15,3h 30m
Ryanair,FR 456,"Prague, Czech Republic","Dublin, Ireland",14:45,18:45,4h 0m
British Airways,BA 661,"Prague, Czech Republic","Dublin, Ireland",12:00,16:00,4h 0m
British Airways,BA 673,"Prague, Czech Republic","Dublin, Ireland",16:30,20:30,4h 0m
Ryanair,FR 288,"Prague, Czech Republic","Dublin, Ireland",19:30,23:30,4h 0m
Lufthansa,LH 789,"Prague, Czech Republic","Brussels, Belgium",12:30,16:00,3h 30m
EasyJet,U2 287,"Prague, Czech Republic","Brussels, Belgium",06:15,09:45,3h 30m
EasyJet,U2 862,"Prague, Czech Republic","Brussels, Belgium",14:30,18:00,3h 30m
KLM,KL 449,"Prague, Czech Republic","Brussels, Belgium",08:15,11:45,3h 30m
Lufthansa,LH 554,"Prague, Czech Republic","Bruges, Belgium",09:45,12:45,3h 0m
KLM,KL 309,"Prague, Czech Republic","Bruges, Belgium",20:45,23:45,3h 0m
EasyJet,U2 997,"Prague, Czech Republic","Bruges, Belgium",21:00,00:00,3h 0m
KLM,KL 381,"Prague, Czech Republic","Bruges, Belgium",10:45,13:45,3h 0m
KLM,KL 924,"Prague, Czech Republic","Amsterdam, Netherlands",18:00,21:30,3h 30m
Ryanair,FR 511,"Prague, Czech Republic","Amsterdam, Netherlands",09:45,13:15,3h 30m
Lufthansa,LH 259,"Prague, Czech Republic","Amsterdam, Netherlands",06:45,10:15,3h 30m
EasyJet,U2 418,"Prague, Czech Republic","Amsterdam, Netherlands",12:45,16:15,3h 30m
EasyJet,U2 372,"Prague, Czech Republic","Rome, Italy",09:45,13:45,4h 0m
EasyJet,U2 504,"Prague, Czech Republic","Rome, Italy",12:30,16:30,4h 0m
EasyJet,U2 959,"Prague, Czech Republic","Rome, Italy",10:15,14:15,4h 0m
Lufthansa,LH 984,"Prague, Czech Republic","Rome, Italy",08:00,12:00,4h 0m
British Airways,BA 104,"Prague, Czech Republic","Florence, Italy",13:30,17:30,4h 0m
Lufthansa,LH 117,"Prague, Czech Republic","Florence, Italy",14:00,18:00,4h 0m
EasyJet,U2 376,"Prague, Czech Republic","Florence, Italy",07:00,11:00,4h 0m
KLM,KL 842,"Prague, Czech Republic","Florence, Italy",21:15,01:15,4h 0m
Ryanair,FR 560,"Prague, Czech Republic","Venice, Italy",08:45,11:45,3h 0m
EasyJet,U2 203,"Prague, Czech Republic","Venice, Italy",12:45,15:45,3h 0m
British Airways,BA 405,"Prague, Czech Republic","Venice, Italy",21:00,00:00,3h 0m
KLM,KL 994,"Prague, Czech Republic","Venice, Italy",09:30,12:30,3h 0m
British Airways,BA 931,"Prague, Czech Republic","Milan, Italy",10:45,13:45,3h 0m
Ryanair,FR 544,"Prague, Czech Republic","Milan, Italy",15:45,18:45,3h 0m
EasyJet,U2 175,"Prague, Czech Republic","Milan, Italy",08:15,11:15,3h 0m
EasyJet,U2 754,"Prague, Czech Republic","Milan, Italy",11:15,14:15,3h 0m
EasyJet,U2 332,"Prague, Czech Republic","Barcelona, Spain",10:00,13:00,3h 0m
Lufthansa,LH 472,"Prague, Czech Republic","Barcelona, Spain",21:00,00:00,3h 0m
Lufthansa,LH 240,"Prague, Czech Republic","Barcelona, Spain",18:00,21:00,3h 0m
Lufthansa,LH 658,"Prague, Czech Republic","Barcelona, Spain",20:00,23:00,3h 0m
Lufthansa,LH 836,"Prague, Czech Republic","Madrid, Spain",13:30,17:30,4h 0m
British Airways,BA 371,"Prague, Czech Republic","Madrid, Spain",13:00,17:00,4h 0m
Lufthansa,LH 502,"Prague, Czech Republic","Madrid, Spain",06:30,10:30,4h 0m
EasyJet,U2 751,"Prague, Czech Republic","Madrid, Spain",14:00,18:00,4h 0m
Lufthansa,LH 246,"Prague, Czech Republic","Lisbon, Portugal",15:00,18:00,3h 0m
Ryanair,FR 659,"Prague, Czech Republic","Lisbon, Portugal",09:45,12:45,3h 0m
EasyJet,U2 740,"Prague, Czech Republic","Lisbon, Portugal",10:45,13:45,3h 0m
British Airways,BA 537,"Prague, Czech Republic","Lisbon, Portugal",10:00,13:00,3h 0m
British Airways,BA 829,"Prague, Czech Republic","Zurich, Switzerland",15:15,18:45,3h 30m
British Airways,BA 545,"Prague, Czech Republic","Zurich, Switzerland",18:45,22:15,3h 30m
Lufthansa,LH 812,"Prague, Czech Republic","Zurich, Switzerland",14:15,17:45,3h 30m
EasyJet,U2 677,"Prague, Czech Republic","Zurich, Switzerland",19:45,23:15,3h 30m
Lufthansa,LH 610,"Prague, Czech Republic","Berlin, Germany",13:15,15:15,2h 0m
EasyJet,U2 263,"Prague, Czech Republic","Berlin, Germany",14:00,16:00,2h 0m
Lufthansa,LH 542,"Prague, Czech Republic","Berlin, Germany",18:15,20:15,2h 0m
Ryanair,FR 414,"Prague, Czech Republic","Berlin, Germany",07:30,09:30,2h 0m
Lufthansa,LH 967,"Prague, Czech Republic","Munich, Germany",10:00,12:00,2h 0m
KLM,KL 936,"Prague, Czech Republic","Munich, Germany",12:45,14:45,2h 0m
British Airways,BA 439,"Prague, Czech Republic","Munich, Germany",13:00,15:00,2h 0m
British Airways,BA 889,"Prague, Czech Republic","Munich, Germany",16:15,18:15,2h 0m
KLM,KL 924,"Prague, Czech Republic","Paris, France",14:15,16:15,2h 0m
KLM,KL 871,"Prague, Czech Republic","Paris, France",16:30,18:30,2h 0m
Lufthansa,LH 521,"Prague, Czech Republic","Paris, France",18:00,20:00,2h 0m
KLM,KL 593,"Prague, Czech Republic","Paris, France",12:00,14:00,2h 0m
Ryanair,FR 730,"Prague, Czech Republic","Istanbul, Turkey",06:45,07:45,1h 0m
Lufthansa,LH 274,"Prague, Czech Republic","Istanbul, Turkey",14:45,15:45,1h 0m
Ryanair,FR 636,"Prague, Czech Republic","Istanbul, Turkey",12:00,13:00,1h 0m
Lufthansa,LH 674,"Prague, Czech Republic","Istanbul, Turkey",13:00,14:00,1h 0m
British Airways,BA 797,"Prague, Czech Republic","Athens, Greece",18:00,19:30,1h 30m
Lufthansa,LH 612,"Prague, Czech Republic","Athens, Greece",10:15,11:45,1h 30m
KLM,KL 344,"Prague, Czech Republic","Athens, Greece",11:45,13:15,1h 30m
Lufthansa,LH 453,"Prague, Czech Republic","Athens, Greece",09:00,10:30,1h 30m
British Airways,BA 829,"Prague, Czech Republic","Oslo, Norway",21:15,22:45,1h 30m
EasyJet,U2 358,"Prague, Czech Republic","Oslo, Norway",14:15,15:45,1h 30m
KLM,KL 321,"Prague, Czech Republic","Oslo, Norway",07:00,08:30,1h 30m
Ryanair,FR 409,"Prague, Czech Republic","Oslo, Norway",22:30,00:00,1h 30m
Lufthansa,LH 943,"Prague, Czech Republic","Copenhagen, Denmark",06:30,08:00,1h 30m
British Airways,BA 501,"Prague, Czech Republic","Copenhagen, Denmark",17:30,19:00,1h 30m
British Airways,BA 720,"Prague, Czech Republic","Copenhagen, Denmark",13:30,15:00,1h 30m
Ryanair,FR 575,"Prague, Czech Republic","Copenhagen, Denmark",06:30,08:00,1h 30m
Ryanair,FR 928,"Prague, Czech Republic","Budapest, Hungary",11:30,13:00,1h 30m
Ryanair,FR 466,"Prague, Czech Republic","Budapest, Hungary",17:45,19:15,1h 30m
KLM,KL 752,"Prague, Czech Republic","Budapest, Hungary",07:15,08:45,1h 30m
EasyJet,U2 781,"Prague, Czech Republic","Budapest, Hungary",19:45,21:15,1h 30m
Lufthansa,LH 285,"Prague, Czech Republic","Krakow, Poland",15:15,16:45,1h 30m
British Airways,BA 975,"Prague, Czech Republic","Krakow, Poland",18:45,20:15,1h 30m
British Airways,BA 775,"Prague, Czech Republic","Krakow, Poland",17:45,19:15,1h 30m
Ryanair,FR 621,"Prague, Czech Republic","Krakow, Poland",07:30,09:00,1h 30m
EasyJet,U2 785,"Prague, Czech Republic","Vienna, Austria",16:45,17:45,1h 0m
Lufthansa,LH 518,"Prague, Czech Republic","Vienna, Austria",18:00,19:00,1h 0m
Lufthansa,LH 732,"Prague, Czech Republic","Vienna, Austria",10:45,11:45,1h 0m
British Airways,BA 754,"Prague, Czech Republic","Vienna, Austria",07:15,08:15,1h 0m
